<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.12.18	11:00:00	1.09175	1.09281	1.09134	1.09193	3728	0	1
2023.12.18	12:00:00	1.09193	1.09206	1.09079	1.09101	3033	0	1
2023.12.18	13:00:00	1.09101	1.09132	1.09070	1.09125	2917	0	2
2023.12.18	14:00:00	1.09129	1.09172	1.09089	1.09135	3083	0	2
2023.12.18	15:00:00	1.09135	1.09289	1.09135	1.09208	4450	0	1
2023.12.18	16:00:00	1.09211	1.09307	1.09203	1.09290	4761	0	1
2023.12.18	17:00:00	1.09291	1.09308	1.09107	1.09138	4721	0	1
2023.12.18	18:00:00	1.09138	1.09247	1.09130	1.09188	3775	0	2
2023.12.18	19:00:00	1.09188	1.09276	1.09182	1.09272	2780	0	2
2023.12.18	20:00:00	1.09273	1.09277	1.09198	1.09231	2406	0	3
2023.12.18	21:00:00	1.09230	1.09230	1.09128	1.09165	2024	0	3
2023.12.18	22:00:00	1.09164	1.09195	1.09134	1.09192	1866	0	1
2023.12.18	23:00:00	1.09192	1.09241	1.09173	1.09230	1320	0	4
2023.12.19	00:00:00	1.09230	1.09233	1.09095	1.09212	870	0	8
2023.12.19	01:00:00	1.09220	1.09242	1.09187	1.09230	830	0	1
2023.12.19	02:00:00	1.09232	1.09245	1.09175	1.09200	2003	0	1
2023.12.19	03:00:00	1.09200	1.09256	1.09173	1.09184	2086	0	4
2023.12.19	04:00:00	1.09183	1.09228	1.09145	1.09214	2476	0	1
2023.12.19	05:00:00	1.09214	1.09290	1.09200	1.09253	2464	0	4
2023.12.19	06:00:00	1.09253	1.09268	1.09198	1.09227	1412	0	5
2023.12.19	07:00:00	1.09227	1.09282	1.09208	1.09275	1349	0	1
2023.12.19	08:00:00	1.09275	1.09310	1.09228	1.09273	2689	0	3
2023.12.19	09:00:00	1.09271	1.09410	1.09236	1.09281	4484	0	2
2023.12.19	10:00:00	1.09281	1.09421	1.09270	1.09406	3996	0	1
2023.12.19	11:00:00	1.09405	1.09492	1.09387	1.09410	3231	0	3
2023.12.19	12:00:00	1.09411	1.09450	1.09359	1.09381	3047	0	2
2023.12.19	13:00:00	1.09379	1.09394	1.09302	1.09369	2818	0	1
2023.12.19	14:00:00	1.09369	1.09705	1.09369	1.09687	3578	0	3
2023.12.19	15:00:00	1.09682	1.09736	1.09533	1.09617	4665	0	1
2023.12.19	16:00:00	1.09618	1.09842	1.09588	1.09789	5367	0	1
2023.12.19	17:00:00	1.09790	1.09872	1.09691	1.09856	5436	0	1
2023.12.19	18:00:00	1.09856	1.09859	1.09720	1.09766	3813	0	2
2023.12.19	19:00:00	1.09765	1.09790	1.09724	1.09747	2659	0	1
2023.12.19	20:00:00	1.09747	1.09761	1.09691	1.09746	2424	0	3
2023.12.19	21:00:00	1.09746	1.09778	1.09720	1.09759	2257	0	3
2023.12.19	22:00:00	1.09760	1.09782	1.09717	1.09781	2264	0	3
2023.12.19	23:00:00	1.09781	1.09806	1.09760	1.09802	1254	0	4
2023.12.20	00:00:00	1.09801	1.09830	1.09751	1.09821	496	0	2
2023.12.20	01:00:00	1.09829	1.09829	1.09774	1.09790	985	0	1
2023.12.20	02:00:00	1.09791	1.09792	1.09713	1.09729	1523	0	1
2023.12.20	03:00:00	1.09728	1.09741	1.09676	1.09695	2013	0	2
2023.12.20	04:00:00	1.09695	1.09724	1.09670	1.09700	1397	0	1
2023.12.20	05:00:00	1.09699	1.09712	1.09678	1.09697	948	0	1
2023.12.20	06:00:00	1.09696	1.09708	1.09656	1.09684	975	0	1
2023.12.20	07:00:00	1.09684	1.09692	1.09641	1.09646	1277	0	1
2023.12.20	08:00:00	1.09646	1.09647	1.09552	1.09588	1524	0	3
2023.12.20	09:00:00	1.09588	1.09701	1.09504	1.09665	4047	0	1
2023.12.20	10:00:00	1.09665	1.09711	1.09579	1.09605	4531	0	1
2023.12.20	11:00:00	1.09605	1.09651	1.09528	1.09641	3338	0	1
2023.12.20	12:00:00	1.09642	1.09649	1.09467	1.09522	2578	0	1
2023.12.20	13:00:00	1.09522	1.09557	1.09353	1.09372	2629	0	2
2023.12.20	14:00:00	1.09371	1.09416	1.09337	1.09367	3192	0	1
2023.12.20	15:00:00	1.09367	1.09628	1.09356	1.09602	4206	0	1
2023.12.20	16:00:00	1.09604	1.09720	1.09589	1.09699	4663	0	1
2023.12.20	17:00:00	1.09700	1.09747	1.09532	1.09738	5596	0	1
2023.12.20	18:00:00	1.09738	1.09754	1.09545	1.09561	3835	0	1
2023.12.20	19:00:00	1.09561	1.09602	1.09494	1.09576	2744	0	1
2023.12.20	20:00:00	1.09577	1.09635	1.09550	1.09597	2649	0	3
2023.12.20	21:00:00	1.09596	1.09604	1.09423	1.09463	3260	0	2
2023.12.20	22:00:00	1.09463	1.09483	1.09308	1.09314	5339	0	1
2023.12.20	23:00:00	1.09311	1.09438	1.09296	1.09413	1832	0	2
2023.12.21	00:00:00	1.09379	1.09447	1.09352	1.09430	893	0	8
2023.12.21	01:00:00	1.09433	1.09457	1.09425	1.09430	1014	0	1
2023.12.21	02:00:00	1.09431	1.09499	1.09407	1.09497	1660	0	1
2023.12.21	03:00:00	1.09498	1.09531	1.09478	1.09520	2049	0	4
2023.12.21	04:00:00	1.09520	1.09540	1.09449	1.09492	1863	0	1
2023.12.21	05:00:00	1.09492	1.09496	1.09462	1.09490	1181	0	1
2023.12.21	06:00:00	1.09487	1.09499	1.09470	1.09490	1101	0	1
2023.12.21	07:00:00	1.09489	1.09556	1.09485	1.09542	1434	0	1
2023.12.21	08:00:00	1.09543	1.09544	1.09426	1.09442	1623	0	1
2023.12.21	09:00:00	1.09447	1.09500	1.09421	1.09468	2729	0	1
2023.12.21	10:00:00	1.09467	1.09546	1.09388	1.09394	3800	0	1
2023.12.21	11:00:00	1.09394	1.09463	1.09350	1.09436	3110	0	1
2023.12.21	12:00:00	1.09435	1.09561	1.09396	1.09539	3197	0	3
2023.12.21	13:00:00	1.09538	1.09847	1.09536	1.09795	3098	0	1
2023.12.21	14:00:00	1.09797	1.09868	1.09765	1.09804	3166	0	3
2023.12.21	15:00:00	1.09804	1.10020	1.09721	1.09907	6150	0	2
2023.12.21	16:00:00	1.09908	1.10010	1.09819	1.09920	6430	0	1
2023.12.21	17:00:00	1.09922	1.09944	1.09751	1.09895	6921	0	1
2023.12.21	18:00:00	1.09894	1.09945	1.09791	1.09892	5079	0	3
2023.12.21	19:00:00	1.09896	1.09909	1.09777	1.09859	4863	0	2
2023.12.21	20:00:00	1.09858	1.09910	1.09781	1.09893	4579	0	1
2023.12.21	21:00:00	1.09894	1.10007	1.09881	1.09990	3158	0	1
2023.12.21	22:00:00	1.09989	1.10028	1.09924	1.10026	2773	0	1
2023.12.21	23:00:00	1.10027	1.10123	1.10023	1.10098	1518	0	2
2023.12.22	00:00:00	1.10093	1.10102	1.09861	1.10080	619	0	8
2023.12.22	01:00:00	1.10079	1.10121	1.10053	1.10057	1207	0	1
2023.12.22	02:00:00	1.10057	1.10094	1.10026	1.10044	1886	0	1
2023.12.22	03:00:00	1.10044	1.10063	1.09967	1.09978	2247	0	2
2023.12.22	04:00:00	1.09980	1.10003	1.09951	1.09998	1415	0	1
2023.12.22	05:00:00	1.09998	1.10047	1.09955	1.09975	1410	0	1
2023.12.22	06:00:00	1.09978	1.10030	1.09977	1.10002	1057	0	1
2023.12.22	07:00:00	1.10002	1.10002	1.09955	1.09965	1647	0	4
2023.12.22	08:00:00	1.09964	1.09998	1.09938	1.09938	1343	0	1
2023.12.22	09:00:00	1.09937	1.10074	1.09936	1.09999	3065	0	2
2023.12.22	10:00:00	1.10000	1.10116	1.09990	1.10070	4304	0	1
2023.12.22	11:00:00	1.10069	1.10133	1.10022	1.10041	3458	0	1
2023.12.22	12:00:00	1.10041	1.10208	1.10034	1.10189	2858	0	2
2023.12.22	13:00:00	1.10189	1.10295	1.10168	1.10255	3178	0	2
2023.12.22	14:00:00	1.10260	1.10376	1.10158	1.10183	3544	0	1
2023.12.22	15:00:00	1.10188	1.10288	1.10013	1.10283	6288	0	1
2023.12.22	16:00:00	1.10286	1.10398	1.10246	1.10357	5337	0	1
2023.12.22	17:00:00	1.10355	1.10398	1.10087	1.10111	4877	0	2
2023.12.22	18:00:00	1.10110	1.10236	1.10060	1.10071	4413	0	1
2023.12.22	19:00:00	1.10070	1.10162	1.09999	1.10154	3394	0	1
2023.12.22	20:00:00	1.10156	1.10189	1.10106	1.10129	2513	0	1
2023.12.22	21:00:00	1.10130	1.10153	1.10019	1.10153	2814	0	3
2023.12.22	22:00:00	1.10151	1.10155	1.10075	1.10122	1835	0	1
2023.12.22	23:00:00	1.10120	1.10141	1.10098	1.10134	1214	0	2
2023.12.25	00:00:00	1.10119	1.10162	1.10119	1.10132	42	0	30
2023.12.25	01:00:00	1.10132	1.10158	1.10132	1.10135	578	0	24
2023.12.26	00:00:00	1.10028	1.10174	1.09998	1.10104	254	0	32
2023.12.26	01:00:00	1.10151	1.10226	1.10124	1.10185	729	0	1
2023.12.26	02:00:00	1.10187	1.10199	1.10154	1.10190	862	0	1
2023.12.26	03:00:00	1.10190	1.10224	1.10173	1.10220	1409	0	1
2023.12.26	04:00:00	1.10220	1.10263	1.10192	1.10255	1142	0	1
2023.12.26	05:00:00	1.10255	1.10287	1.10252	1.10275	840	0	1
2023.12.26	06:00:00	1.10273	1.10276	1.10222	1.10223	785	0	1
2023.12.26	07:00:00	1.10222	1.10270	1.10207	1.10262	986	0	1
2023.12.26	08:00:00	1.10263	1.10263	1.10217	1.10235	911	0	1
2023.12.26	09:00:00	1.10235	1.10251	1.10209	1.10221	1120	0	1
2023.12.26	10:00:00	1.10223	1.10263	1.10135	1.10146	1554	0	1
2023.12.26	11:00:00	1.10145	1.10147	1.10093	1.10140	1332	0	1
2023.12.26	12:00:00	1.10140	1.10193	1.10137	1.10161	1195	0	3
2023.12.26	13:00:00	1.10160	1.10166	1.10106	1.10134	1277	0	2
2023.12.26	14:00:00	1.10135	1.10171	1.10083	1.10126	1618	0	3
2023.12.26	15:00:00	1.10126	1.10242	1.10117	1.10173	2395	0	2
2023.12.26	16:00:00	1.10174	1.10270	1.10137	1.10261	2931	0	1
2023.12.26	17:00:00	1.10262	1.10324	1.10231	1.10246	2966	0	1
2023.12.26	18:00:00	1.10246	1.10374	1.10240	1.10343	1903	0	1
2023.12.26	19:00:00	1.10342	1.10369	1.10299	1.10348	1793	0	1
2023.12.26	20:00:00	1.10349	1.10395	1.10338	1.10363	1826	0	1
2023.12.26	21:00:00	1.10363	1.10446	1.10362	1.10441	1321	0	1
2023.12.26	22:00:00	1.10442	1.10448	1.10401	1.10421	1679	0	1
2023.12.26	23:00:00	1.10419	1.10432	1.10404	1.10417	1361	0	1
2023.12.27	00:00:00	1.10416	1.10418	1.10393	1.10399	352	0	7
2023.12.27	01:00:00	1.10402	1.10441	1.10402	1.10420	541	0	1
2023.12.27	02:00:00	1.10421	1.10422	1.10355	1.10364	1241	0	1
2023.12.27	03:00:00	1.10362	1.10372	1.10318	1.10360	1866	0	3
2023.12.27	04:00:00	1.10360	1.10365	1.10292	1.10308	1405	0	1
2023.12.27	05:00:00	1.10307	1.10365	1.10283	1.10362	1076	0	1
2023.12.27	06:00:00	1.10362	1.10420	1.10362	1.10415	742	0	1
2023.12.27	07:00:00	1.10415	1.10437	1.10367	1.10432	870	0	1
2023.12.27	08:00:00	1.10432	1.10449	1.10401	1.10440	1274	0	1
2023.12.27	09:00:00	1.10441	1.10488	1.10363	1.10409	2333	0	1
2023.12.27	10:00:00	1.10408	1.10542	1.10376	1.10468	3203	0	3
2023.12.27	11:00:00	1.10467	1.10546	1.10461	1.10542	2415	0	3
2023.12.27	12:00:00	1.10542	1.10591	1.10517	1.10558	1881	0	2
2023.12.27	13:00:00	1.10559	1.10594	1.10498	1.10586	2050	0	1
2023.12.27	14:00:00	1.10588	1.10697	1.10482	1.10681	2440	0	2
2023.12.27	15:00:00	1.10681	1.10737	1.10618	1.10702	3392	0	2
2023.12.27	16:00:00	1.10706	1.11049	1.10685	1.11043	4155	0	2
2023.12.27	17:00:00	1.11043	1.11153	1.10988	1.11071	4728	0	1
2023.12.27	18:00:00	1.11071	1.11224	1.11023	1.11123	4116	0	2
2023.12.27	19:00:00	1.11124	1.11126	1.11034	1.11050	2528	0	2
2023.12.27	20:00:00	1.11050	1.11090	1.11013	1.11074	2851	0	1
2023.12.27	21:00:00	1.11074	1.11138	1.10986	1.11014	2757	0	1
2023.12.27	22:00:00	1.11014	1.11074	1.11007	1.11061	2301	0	3
2023.12.27	23:00:00	1.11060	1.11074	1.11022	1.11042	1305	0	2
2023.12.28	00:00:00	1.11046	1.11058	1.10973	1.11045	490	0	8
2023.12.28	01:00:00	1.11037	1.11097	1.11037	1.11079	747	0	1
2023.12.28	02:00:00	1.11080	1.11166	1.11077	1.11144	1262	0	1
2023.12.28	03:00:00	1.11144	1.11217	1.11131	1.11216	1740	0	1
2023.12.28	04:00:00	1.11216	1.11223	1.11095	1.11175	1505	0	1
2023.12.28	05:00:00	1.11176	1.11206	1.11142	1.11182	1163	0	1
2023.12.28	06:00:00	1.11178	1.11182	1.11099	1.11100	1093	0	1
2023.12.28	07:00:00	1.11099	1.11174	1.11082	1.11089	1598	0	1
2023.12.28	08:00:00	1.11089	1.11149	1.11045	1.11128	1692	0	2
2023.12.28	09:00:00	1.11131	1.11256	1.11130	1.11165	2848	0	3
2023.12.28	10:00:00	1.11166	1.11215	1.11040	1.11208	3733	0	1
2023.12.28	11:00:00	1.11210	1.11392	1.11139	1.11289	3351	0	1
2023.12.28	12:00:00	1.11290	1.11321	1.11223	1.11274	2902	0	2
2023.12.28	13:00:00	1.11274	1.11321	1.11141	1.11198	2449	0	1
2023.12.28	14:00:00	1.11197	1.11198	1.11107	1.11122	2515	0	1
2023.12.28	15:00:00	1.11123	1.11198	1.10724	1.10726	4496	0	1
2023.12.28	16:00:00	1.10730	1.11046	1.10721	1.11025	4808	0	1
2023.12.28	17:00:00	1.11025	1.11132	1.10998	1.11067	5161	0	2
2023.12.28	18:00:00	1.11067	1.11067	1.10687	1.10716	3826	0	1
2023.12.28	19:00:00	1.10717	1.10763	1.10658	1.10735	2404	0	2
2023.12.28	20:00:00	1.10735	1.10737	1.10548	1.10638	3009	0	1
2023.12.28	21:00:00	1.10638	1.10658	1.10574	1.10643	2117	0	1
2023.12.28	22:00:00	1.10641	1.10705	1.10627	1.10652	1970	0	2
2023.12.28	23:00:00	1.10652	1.10657	1.10596	1.10608	1400	0	1
2023.12.29	00:00:00	1.10607	1.10652	1.10577	1.10613	397	0	8
2023.12.29	01:00:00	1.10614	1.10675	1.10608	1.10675	957	0	3
2023.12.29	02:00:00	1.10675	1.10788	1.10661	1.10760	1570	0	1
2023.12.29	03:00:00	1.10760	1.10839	1.10750	1.10786	1810	0	2
2023.12.29	04:00:00	1.10783	1.10790	1.10705	1.10713	1132	0	1
2023.12.29	05:00:00	1.10714	1.10724	1.10635	1.10649	949	0	3
2023.12.29	06:00:00	1.10649	1.10686	1.10635	1.10663	919	0	3
2023.12.29	07:00:00	1.10663	1.10667	1.10607	1.10660	1309	0	3
2023.12.29	08:00:00	1.10659	1.10745	1.10654	1.10731	1488	0	1
2023.12.29	09:00:00	1.10733	1.10759	1.10637	1.10657	2196	0	2
2023.12.29	10:00:00	1.10656	1.10773	1.10580	1.10603	2905	0	2
2023.12.29	11:00:00	1.10604	1.10611	1.10442	1.10489	3380	0	1
2023.12.29	12:00:00	1.10488	1.10669	1.10471	1.10648	2805	0	2
2023.12.29	13:00:00	1.10647	1.10766	1.10612	1.10761	2668	0	3
2023.12.29	14:00:00	1.10761	1.10805	1.10478	1.10515	3471	0	2
2023.12.29	15:00:00	1.10514	1.10585	1.10463	1.10484	4097	0	1
2023.12.29	16:00:00	1.10485	1.10700	1.10467	1.10686	4238	0	1
2023.12.29	17:00:00	1.10688	1.10784	1.10423	1.10466	5796	0	1
2023.12.29	18:00:00	1.10470	1.10609	1.10431	1.10606	5250	0	2
2023.12.29	19:00:00	1.10606	1.10665	1.10527	1.10638	3055	0	1
2023.12.29	20:00:00	1.10637	1.10637	1.10489	1.10526	3778	0	3
2023.12.29	21:00:00	1.10528	1.10535	1.10378	1.10402	2194	0	1
2023.12.29	22:00:00	1.10406	1.10505	1.10380	1.10407	1741	0	1
2023.12.29	23:00:00	1.10407	1.10408	1.10337	1.10356	1092	0	1
2024.01.02	00:00:00	1.10436	1.10451	1.10411	1.10431	389	0	11
2024.01.02	01:00:00	1.10429	1.10440	1.10354	1.10362	986	0	3
2024.01.02	02:00:00	1.10362	1.10382	1.10339	1.10379	950	0	3
2024.01.02	03:00:00	1.10379	1.10430	1.10340	1.10346	2514	0	4
2024.01.02	04:00:00	1.10346	1.10358	1.10180	1.10186	2440	0	2
2024.01.02	05:00:00	1.10186	1.10245	1.10176	1.10243	1125	0	2
2024.01.02	06:00:00	1.10243	1.10247	1.10163	1.10206	827	0	3
2024.01.02	07:00:00	1.10206	1.10335	1.10205	1.10332	1419	0	2
2024.01.02	08:00:00	1.10332	1.10349	1.10266	1.10284	1646	0	1
2024.01.02	09:00:00	1.10284	1.10377	1.10149	1.10151	3417	0	2
2024.01.02	10:00:00	1.10157	1.10384	1.10157	1.10295	4162	0	1
2024.01.02	11:00:00	1.10294	1.10377	1.10104	1.10149	3212	0	2
2024.01.02	12:00:00	1.10149	1.10166	1.09968	1.10072	3351	0	1
2024.01.02	13:00:00	1.10072	1.10074	1.09663	1.09691	4265	0	3
2024.01.02	14:00:00	1.09691	1.09716	1.09534	1.09534	3414	0	1
2024.01.02	15:00:00	1.09535	1.09649	1.09492	1.09526	4778	0	1
2024.01.02	16:00:00	1.09524	1.09639	1.09445	1.09630	5985	0	1
2024.01.02	17:00:00	1.09629	1.09680	1.09409	1.09435	6445	0	2
2024.01.02	18:00:00	1.09436	1.09614	1.09407	1.09562	4081	0	2
2024.01.02	19:00:00	1.09562	1.09573	1.09456	1.09504	2870	0	2
2024.01.02	20:00:00	1.09503	1.09557	1.09461	1.09465	2449	0	2
2024.01.02	21:00:00	1.09464	1.09500	1.09425	1.09463	1884	0	1
2024.01.02	22:00:00	1.09462	1.09510	1.09419	1.09429	2479	0	1
2024.01.02	23:00:00	1.09429	1.09430	1.09381	1.09410	1275	0	2
2024.01.03	00:00:00	1.09417	1.09438	1.09362	1.09411	583	0	8
2024.01.03	01:00:00	1.09413	1.09436	1.09404	1.09412	886	0	3
2024.01.03	02:00:00	1.09413	1.09503	1.09409	1.09492	930	0	3
2024.01.03	03:00:00	1.09491	1.09545	1.09446	1.09511	1950	0	3
2024.01.03	04:00:00	1.09511	1.09529	1.09484	1.09520	1440	0	3
2024.01.03	05:00:00	1.09520	1.09619	1.09484	1.09606	1179	0	3
2024.01.03	06:00:00	1.09603	1.09621	1.09585	1.09620	889	0	3
2024.01.03	07:00:00	1.09621	1.09625	1.09510	1.09511	1363	0	3
2024.01.03	08:00:00	1.09510	1.09606	1.09509	1.09586	1163	0	1
2024.01.03	09:00:00	1.09577	1.09625	1.09513	1.09600	3117	0	1
2024.01.03	10:00:00	1.09602	1.09652	1.09500	1.09524	4376	0	1
2024.01.03	11:00:00	1.09523	1.09561	1.09345	1.09361	3899	0	1
2024.01.03	12:00:00	1.09359	1.09387	1.09260	1.09277	2964	0	1
2024.01.03	13:00:00	1.09278	1.09295	1.09151	1.09192	3431	0	2
2024.01.03	14:00:00	1.09192	1.09320	1.09143	1.09166	3394	0	2
2024.01.03	15:00:00	1.09165	1.09298	1.09098	1.09214	5294	0	2
2024.01.03	16:00:00	1.09214	1.09263	1.09096	1.09186	5860	0	2
2024.01.03	17:00:00	1.09181	1.09386	1.08978	1.09045	8369	0	1
2024.01.03	18:00:00	1.09045	1.09181	1.09026	1.09079	5269	0	1
2024.01.03	19:00:00	1.09080	1.09099	1.09030	1.09065	3530	0	1
2024.01.03	20:00:00	1.09065	1.09147	1.09025	1.09054	2784	0	2
2024.01.03	21:00:00	1.09055	1.09255	1.08927	1.09172	7044	0	1
2024.01.03	22:00:00	1.09175	1.09231	1.09146	1.09209	4124	0	1
2024.01.03	23:00:00	1.09209	1.09234	1.09184	1.09217	1322	0	4
2024.01.04	00:00:00	1.09208	1.09215	1.09067	1.09204	647	0	8
2024.01.04	01:00:00	1.09206	1.09273	1.09206	1.09256	907	0	3
2024.01.04	02:00:00	1.09256	1.09264	1.09192	1.09222	1405	0	2
2024.01.04	03:00:00	1.09222	1.09238	1.09160	1.09176	1885	0	3
2024.01.04	04:00:00	1.09176	1.09198	1.09158	1.09192	1189	0	3
2024.01.04	05:00:00	1.09192	1.09304	1.09191	1.09259	1254	0	2
2024.01.04	06:00:00	1.09259	1.09284	1.09244	1.09257	1143	0	2
2024.01.04	07:00:00	1.09257	1.09266	1.09217	1.09263	2021	0	3
2024.01.04	08:00:00	1.09263	1.09343	1.09206	1.09322	2087	0	2
2024.01.04	09:00:00	1.09320	1.09435	1.09293	1.09376	3557	0	2
2024.01.04	10:00:00	1.09373	1.09556	1.09344	1.09530	4651	0	1
2024.01.04	11:00:00	1.09528	1.09688	1.09451	1.09673	4333	0	1
2024.01.04	12:00:00	1.09673	1.09720	1.09540	1.09553	3310	0	1
2024.01.04	13:00:00	1.09553	1.09576	1.09459	1.09476	2542	0	1
2024.01.04	14:00:00	1.09477	1.09555	1.09465	1.09520	2858	0	3
2024.01.04	15:00:00	1.09520	1.09550	1.09325	1.09469	5534	0	2
2024.01.04	16:00:00	1.09468	1.09502	1.09379	1.09451	5674	0	1
2024.01.04	17:00:00	1.09451	1.09651	1.09450	1.09550	5708	0	2
2024.01.04	18:00:00	1.09551	1.09636	1.09540	1.09559	4036	0	1
2024.01.04	19:00:00	1.09559	1.09597	1.09416	1.09502	2905	0	3
2024.01.04	20:00:00	1.09501	1.09541	1.09457	1.09467	2306	0	1
2024.01.04	21:00:00	1.09470	1.09496	1.09431	1.09468	1828	0	1
2024.01.04	22:00:00	1.09468	1.09491	1.09428	1.09491	2039	0	2
2024.01.04	23:00:00	1.09491	1.09498	1.09433	1.09441	1049	0	1
2024.01.05	00:00:00	1.09441	1.09495	1.09385	1.09465	1432	0	8
2024.01.05	01:00:00	1.09469	1.09486	1.09429	1.09460	673	0	2
2024.01.05	02:00:00	1.09460	1.09512	1.09440	1.09507	1430	0	3
2024.01.05	03:00:00	1.09506	1.09557	1.09498	1.09513	2178	0	4
2024.01.05	04:00:00	1.09513	1.09539	1.09463	1.09466	1341	0	3
2024.01.05	05:00:00	1.09466	1.09471	1.09388	1.09390	1248	0	2
2024.01.05	06:00:00	1.09390	1.09410	1.09361	1.09369	961	0	3
2024.01.05	07:00:00	1.09371	1.09377	1.09338	1.09372	1529	0	3
2024.01.05	08:00:00	1.09372	1.09372	1.09244	1.09276	2075	0	3
2024.01.05	09:00:00	1.09274	1.09331	1.09223	1.09229	2716	0	3
2024.01.05	10:00:00	1.09229	1.09255	1.09031	1.09075	3845	0	2
2024.01.05	11:00:00	1.09074	1.09302	1.09025	1.09122	3740	0	1
2024.01.05	12:00:00	1.09124	1.09136	1.09034	1.09125	2736	0	3
2024.01.05	13:00:00	1.09125	1.09173	1.09098	1.09140	2647	0	2
2024.01.05	14:00:00	1.09140	1.09206	1.09134	1.09174	2806	0	1
2024.01.05	15:00:00	1.09174	1.09276	1.08766	1.09207	8358	0	1
2024.01.05	16:00:00	1.09208	1.09545	1.09208	1.09490	8051	0	1
2024.01.05	17:00:00	1.09587	1.09981	1.09587	1.09779	9765	0	1
2024.01.05	18:00:00	1.09780	1.09802	1.09527	1.09558	6115	0	2
2024.01.05	19:00:00	1.09559	1.09561	1.09429	1.09460	4848	0	1
2024.01.05	20:00:00	1.09460	1.09559	1.09350	1.09537	4057	0	3
2024.01.05	21:00:00	1.09537	1.09594	1.09429	1.09450	3674	0	4
2024.01.05	22:00:00	1.09449	1.09468	1.09354	1.09390	2673	0	1
2024.01.05	23:00:00	1.09390	1.09420	1.09367	1.09408	1249	0	1
2024.01.08	00:00:00	1.09372	1.09451	1.09350	1.09440	334	0	8
2024.01.08	01:00:00	1.09451	1.09454	1.09345	1.09414	886	0	1
2024.01.08	02:00:00	1.09413	1.09489	1.09398	1.09483	945	0	2
2024.01.08	03:00:00	1.09483	1.09529	1.09467	1.09478	1721	0	3
2024.01.08	04:00:00	1.09478	1.09478	1.09357	1.09368	1507	0	3
2024.01.08	05:00:00	1.09368	1.09389	1.09311	1.09327	1345	0	1
2024.01.08	06:00:00	1.09326	1.09368	1.09302	1.09338	1280	0	3
2024.01.08	07:00:00	1.09338	1.09372	1.09319	1.09372	1414	0	3
2024.01.08	08:00:00	1.09372	1.09465	1.09360	1.09453	1477	0	3
2024.01.08	09:00:00	1.09455	1.09519	1.09391	1.09449	3261	0	1
2024.01.08	10:00:00	1.09449	1.09451	1.09291	1.09334	4707	0	1
2024.01.08	11:00:00	1.09334	1.09422	1.09223	1.09369	3811	0	2
2024.01.08	12:00:00	1.09368	1.09432	1.09340	1.09422	3544	0	1
2024.01.08	13:00:00	1.09423	1.09504	1.09367	1.09377	3054	0	1
2024.01.08	14:00:00	1.09375	1.09480	1.09370	1.09443	3074	0	2
2024.01.08	15:00:00	1.09443	1.09560	1.09424	1.09504	4687	0	2
2024.01.08	16:00:00	1.09505	1.09624	1.09491	1.09600	5573	0	1
2024.01.08	17:00:00	1.09600	1.09744	1.09549	1.09694	4906	0	1
2024.01.08	18:00:00	1.09697	1.09786	1.09681	1.09752	4593	0	2
2024.01.08	19:00:00	1.09752	1.09786	1.09623	1.09643	2757	0	1
2024.01.08	20:00:00	1.09641	1.09655	1.09486	1.09552	1784	0	1
2024.01.08	21:00:00	1.09552	1.09626	1.09527	1.09607	1985	0	1
2024.01.08	22:00:00	1.09607	1.09608	1.09491	1.09544	2502	0	1
2024.01.08	23:00:00	1.09543	1.09560	1.09494	1.09497	1424	0	3
2024.01.09	00:00:00	1.09497	1.09548	1.09455	1.09494	925	0	8
2024.01.09	01:00:00	1.09494	1.09524	1.09491	1.09495	641	0	3
2024.01.09	02:00:00	1.09496	1.09592	1.09491	1.09549	1680	0	3
2024.01.09	03:00:00	1.09547	1.09616	1.09511	1.09612	2173	0	3
2024.01.09	04:00:00	1.09613	1.09644	1.09603	1.09625	1918	0	3
2024.01.09	05:00:00	1.09625	1.09661	1.09605	1.09625	1175	0	2
2024.01.09	06:00:00	1.09626	1.09629	1.09531	1.09559	1172	0	3
2024.01.09	07:00:00	1.09559	1.09560	1.09478	1.09494	1178	0	3
2024.01.09	08:00:00	1.09494	1.09546	1.09477	1.09499	1848	0	2
2024.01.09	09:00:00	1.09499	1.09628	1.09457	1.09563	3005	0	2
2024.01.09	10:00:00	1.09562	1.09564	1.09386	1.09495	4153	0	2
2024.01.09	11:00:00	1.09495	1.09504	1.09376	1.09437	3730	0	1
2024.01.09	12:00:00	1.09440	1.09478	1.09324	1.09352	3342	0	2
2024.01.09	13:00:00	1.09354	1.09356	1.09284	1.09310	3005	0	2
2024.01.09	14:00:00	1.09310	1.09412	1.09286	1.09403	3280	0	1
2024.01.09	15:00:00	1.09404	1.09466	1.09327	1.09456	5513	0	1
2024.01.09	16:00:00	1.09456	1.09510	1.09378	1.09453	5781	0	2
2024.01.09	17:00:00	1.09456	1.09465	1.09175	1.09177	5343	0	1
2024.01.09	18:00:00	1.09176	1.09349	1.09102	1.09341	3688	0	1
2024.01.09	19:00:00	1.09341	1.09390	1.09298	1.09338	3475	0	2
2024.01.09	20:00:00	1.09339	1.09397	1.09220	1.09239	3513	0	1
2024.01.09	21:00:00	1.09239	1.09285	1.09198	1.09251	2550	0	3
